School Name,School Number,Closed,School Street,School City,School State,School Zip,School Email,School Website,School Phone,School Fax,Principal Name,Principal Name (last),Principal Prefix,Principal Title,Grade Low,Grade High,Enrollment,School Accreditations,Diocese Name,Diocese Code,Diocese Street,Diocese City,Diocese State,Diocese Zip,Diocese Email,Diocese Website,Diocese Phone,Diocese Fax,Diocese Contact Name,Diocese Contact Name (last),Diocese Contact Prefix,Diocese Contact Title,District Name,District Number,District Type,District Enrollment,District Street,District City,District State,District Zip,District Email,District Website,District Phone,District Fax,District Contact Name,District Contact Name (last),District Contact Prefix,District Contact Title,County Name,County Number,Region Name
ATA College Prep,227113001,FALSE,6800 Spanish Oaks Trail,Austin,TX,78746,carol.hagar@austintennisacademy.com,www.AustinTennisAcademy.com,(512) 272-2271,(512) 272-2272,Carol Hagar,,,,6,12,0,COGNIA : 2011,,,,,,,,,,,,,,,PFLUGERVILLE ISD,227904,INDEPENDENT,23347,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,superintendent@pfisd.net,www.pflugervilleisd.net,(512) 594-0000,(512) 594-0005,MR FREDDIE MCFARLAND   ,,,Superintendent,Travis,227,13
Athens Christian Preparatory Academy,107140001,FALSE,2621 US HWY 175 E,ATHENS,TX,75751,tdemay@athensprep.org,www.athensprep@yahoo.com,(903) 386-0400,,TERESA DEMAY,,,,6,12,72,TAAPS : 2010,,,,,,,,,,,,,,,ATHENS ISD,107901,INDEPENDENT,3348,104 HAWN ST,ATHENS,TX,75751-2423,bstiles@athensisd.net,www.athensisd.net,(903) 677-6903,(903) 677-6908,STEPHEN BLAKE STILES   ,,,Superintendent,Henderson,107,7
Austin International School,227320001,FALSE,4001 Adephi Lane,Austin,TX,78727,headofschool@austinis.org,www.austininternationalschool.org,(512) 331-7806,(512) 219-5201,Jacques Weber,,,,Pre-K,8,186,ISAS : 2019,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
Austin Jewish Academy,227186001,FALSE,7300 Hart Lane,Austin,TX,78731,bernice.tabak@austinjewishacademy.org,www.austinjewishacademy.org,(512) 735-8350,(512) 735-8351,Bernice Tabak,,,,Kindergarten,8,0,COGNIA : 1999,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
Austin Montessori School,227241001,FALSE,5677 Oak Blvd.,Austin,TX,78735,info@austinmontessori.org,www.austinmontessori.org ,(512) 892-0253,(512) 891-9875,GRAE BAKER,,,,6,9,49,TAAPS : 2008,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
Austin Peace Academy,227194001,FALSE,5110 Manor Road,Austin,TX,78723,principal@apacademy.org,http://www.apacademy.org,(512) 926-1737,(512) 926-9688,Diana Abdi,,,,Kindergarten,12,0,COGNIA : 2007,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
Austin Tamil School,246320001,FALSE,2805 Nolina Lane,Round Rock,Texas,78685,austintamilschool@gmail.com,www.austintamilschool.com,(512) 547-7492,,Dhinakar Karuppuchamy,,,,Kindergarten,5,130,COGNIA : 2017,,,,,,,,,,,,,,,ROUND ROCK ISD,246909,INDEPENDENT,45749,1311 ROUND ROCK AVE,ROUND ROCK,TX,78681-4941,superintendent_rrisd@roundrockisd.org,www.roundrockisd.org,(512) 464-5022,(512) 464-5055,DR JESUS CHAVEZ   ,,,Superintendent,Williamson,246,13
Austin Waldorf School,227150001,FALSE,8700 South View Road,Austin,TX,78737,jsilver@austinwaldorf.org,www.austinwaldorf.org,(512) 288-5942,(512) 301-8997,Jonathan Silver,,,,Kindergarten,12,370,ISAS : 2005 | ISAS : 2012,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
Autism Community Network Day Program,15290001,TRUE,10515 Gulfdale,San Antonio,TX,78216,treehousedayprogram@yahoo.com,www.treehousedayprogram.com ,(210) 822-1881,(210) 822-1881,Jessica Franco,,,,Pre-K,6,0,COGNIA : 2007,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Bexar,15,
Avondale House,101246001,FALSE,3737 O'Meara Drive,Houston,TX,77025,stevev@avondalehouse.org,www.avondalehouse.org,(713) 993-9544,(713) 993-0751,Steve Vetrano,,,,Kindergarten,12,64,TAAPS : 2010,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Avvai Tamil Center,43300001,FALSE,12301 Pennywise Drive,Frisco,Texas,75035,admin@avvaitamil.org,http://www.avvaitamil.org/,(315) 289-5513,,Sankar Shanmugasundaram,,,,Pre-K,7,180,COGNIA : 2018,,,,,,,,,,,,,,,FRISCO ISD,43905,INDEPENDENT,42707,5515 OHIO DR,FRISCO,TX,75035,brunsonb@friscoisd.org,www.friscoisd.org,(469) 633-6000,(469) 633-6050,DR JEREMY LYON   ,,,Superintendent,Collin,43,10
Bannockburn Christian Academy,227233001,FALSE,7100 Brodie Lane,Austin,TX,78745,bobbif@bcaaustin.org,www.bcaaustin.org ,(512) 892-2703,(512) 892-7669,Bobbi Flowers,,,,Pre-K,6,153,COGNIA : 2010,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
Bannockburn Christian School,228111001,TRUE,7100 Brodie Lane,Austin,Tx,78745,bobbif@bcaaustin.org,,(512) 892-2706,(512) 899-1161,Bobbi Flowers,,,,Pre-K,5,95,ACTABS : 2010,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
Bay Area Christian School,84120001,FALSE,4800 W Main ST,League City,TX,77573,jason.nave@bacschool.org,www.bacschool.edu,(281) 332-4814,(281) 554-5495,Jason Nave,,,,Pre-K,12,895,ACTABS : 1991,,,,,,,,,,,,,,,CLEAR CREEK ISD,84910,INDEPENDENT,39635,P O BOX 799,LEAGUE CITY,TX,77574-0799,rbayard@ccisd.net,www.ccisd.net,(281) 284-0000,(281) 284-0005,DR GREGORY SMITH   ,,,Superintendent,Galveston,84,4
Baytown Christian Academy,101127001,FALSE,5555 North Main,Baytown,TX,77521,headmaster@gobca.org,www.gobca.org,(281) 421-4150,(281) 421-2973,Jim Twardowski,,,,Pre-K,12,216,TAAPS : 1993,,,,,,,,,,,,,,,GOOSE CREEK CISD,101911,INDEPENDENT,21821,P O BOX 30,BAYTOWN,TX,77522-0030,salvador.cavazos@gccisd.net,www.gccisd.net,(281) 420-4842,(281) 420-4815,DR SALVADOR CAVAZOS   ,,,Superintendent,Harris,101,4
Becker Early Childhood Center,101202001,FALSE,1500 Sunset Blvd,Houston,TX,77005,,,(713) 535-6400,,Paula Katz,,,,Pre-K,Pre-K,240,COGNIA : 2014,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Becky Gates Children's Center,21171001,FALSE,1125 Hensel Dr.,College Station,TX,77843,di-fontenot@tamu.edu,www.childrens-center.tamu.edu,(979) 458-5437,(979) 458-1010,Di Fontenot,,,,Early Education,Pre-K,0,COGNIA : 2010,,,,,,,,,,,,,,,COLLEGE STATION ISD,21901,INDEPENDENT,11178,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,cglenewinkel@csisd.org,www.csisd.org,(979) 764-5400,(979) 764-5492,DR EDDIE COULSON   ,,,Superintendent,Brazos,21,6
Bending Oaks School,57141001,FALSE,11884 Greenville Ave 120,Dallas,TX,75243,beth@bohs.com,www.bohs.com,(972) 669-0000,(972) 669-8149,Beth Rule,,,,7,12,0,COGNIA : 1986,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Bent Tree Child Development Center,57274001,FALSE,17275 Addison Rd,Addison,TX,75001,311.director@benttreecdc.com,www.benttreecdc.com,(972) 903-0868,(972) 931-2108,Mary C. Barter,,,,Early Education,Early Education,0,COGNIA : 2010,,,,,,,,,,,,,,,RICHARDSON ISD,57916,INDEPENDENT,38043,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us,(469) 593-0000,(469) 593-0332,DR KAY E WAGGONER   ,,,Superintendent,Dallas,57,10
Berean Christian Academy,79320001,FALSE,1407 W. Grand Parkway S.,Katy,TX,77494,belston@bereanchristianacademy.org,http://www.bereanchristianacademy.org/,(346) 307-7491,,Bethany Elston,,,,Kindergarten,8,93,COGNIA : 2018,,,,,,,,,,,,,,,KATY ISD,101914,INDEPENDENT,64562,P O BOX 159,KATY,TX,77492-0159,altonfrailey@katyisd.org,www.katyisd.org/,(281) 396-6000,(281) 644-1800,MR ALTON FRAILEY   ,,,Superintendent,Fort Bend,79,4
Beth Yeshurun Day School,101145101,FALSE,4525 Beechnut Blvd,Houston,TX,77096,jlevine@byds.org,www.byds.org,(713) 666-1884,(713) 666-2924,Jennifer Levine,,,,Pre-K,5,288,ISAS : 1981 | ISAS : 2003 | ISAS : 2013,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Bethany Christian School,43122001,FALSE,3300 W. Parker Rd.,Plano,TX,75075,mjeffa@verizon.net,www.bethanybible.com/school,(972) 325-5811,(972) 325-5811,Dr. Marvin Effa,,,,Pre-K,12,99,ACTS : 2010,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Collin,43,10
Bethel Christian School,220140101,TRUE,2300 E Park Row Dr,Arlington,TX,76010,,,(817) 275-8982,(000) 000-0000,Pamela M Lewis,,,,2,,0,ACTS : 1998,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Tarrant,220,
Bethel Christian School El Paso,71160101,TRUE,6301  Alabama,El Paso,TX,79904,marshacardenas@yahoo.com,bethelfamilyministries.com,(915) 565-2222,(915) 565-2223,Marsha Hodge-Cardenas,,,,Kindergarten,12,0,ICAA : 1994,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,El Paso,71,
Bethel SDA School,19179101,FALSE,P O BOX 660,Texarkana,TX,75501,sramsarran@swrgc.org,bethel22.adventistschoolconnect.org,(903) 832-6036,(903) 832-6216,Glasmine Ellis,,,,Pre-K,8,0,TSDA : 1983,,,,,,,,,,,,,,,TEXARKANA ISD,19907,INDEPENDENT,7129,4241 SUMMERHILL RD,TEXARKANA,TX,75503-2733,tisd@txkisd.net,www.txkisd.net,(903) 794-3651,(903) 792-2632,MR PAUL A NORTON   ,,,Superintendent,Bowie,19,8
Bethesda Christian School,220180001,FALSE,4700 North Beach St,Haltom City,TX,76137,bcs@bcsfw.org,www.bethesdachristianschool.org,(817) 281-6446,(817) 581-5123,Dr. Jason Myers,,,,Kindergarten,12,385,ACSI : 1988,,,,,,,,,,,,,,,BIRDVILLE ISD,220902,INDEPENDENT,24190,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,(817) 547-5700,(817) 831-5755,DR DARRELL G BROWN   ,,,Superintendent,Tarrant,220,11
Bishop Dunne Catholic High School,57100001,FALSE,3900 Rugged Dr,Dallas,TX,75224,mmarchiony@bdcs.org,www.bdhs.org,(214) 339-6561,(214) 339-1438,Mary Beth Marchiony,,,,7,12,558,TCCB ED : 1963 | COGNIA : 2006,Diocese of Dallas,DA,3900 Rugged Dr,Dallas,TX,75224,mmarchiony@bdcs.org,www.bdhs.org,(214) 339-6561,(214) 339-1438,Mary Beth Marchiony,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Bishop Garriga Middle School,178100043,FALSE,3114 Saratoga blvd,Corpus Christi,TX,78415,ncastaneda@bgmps.org,www.bgmps.org,(361) 851-0853,(361) 853-5145,Norma Castaneda,,,,6,8,184,TCCB ED : 1962 | COGNIA : 2013,Diocese of Corpus Christi,CC,3114 Saratoga blvd,Corpus Christi,TX,78415,ncastaneda@bgmps.org,www.bgmps.org,(361) 851-0853,(361) 853-5145,Norma Castaneda,,,,CORPUS CHRISTI ISD,178904,INDEPENDENT,39213,P O BOX 110,CORPUS CHRISTI,TX,78403-0110,scott.elliff@ccisd.us,www.ccisd.us,(361) 886-9002,(361) 886-9109,MR D SCOTT ELLIFF   ,,,Superintendent,Nueces,178,2
Bishop Lynch High School,57100002,FALSE,9750 Ferguson Rd,Dallas,TX,75228,chad.riley@bishoplynch.org,www.bishoplynch.org,(214) 324-3607,(214) 324-3600,Dr. Chad Riley,,,,9,12,"1,098",COGNIA : 1968 | TCCB ED : 1968,Diocese of Dallas,DA,9750 Ferguson Rd,Dallas,TX,75228,chad.riley@bishoplynch.org,www.bishoplynch.org,(214) 324-3607,(214) 324-3600,Dr. Chad Riley,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Bishop Thomas K Gorman Regional Catholic School,212100001,FALSE,1405 ESE LOOP 323,Tyler,TX,75701,mschick@bishopgorman.net,www.tkgorman.net ,(903) 561-2424,(903) 561-2645,Mary Schick,,,,6,12,412,COGNIA : 1979 | TCCB ED : 1979,Diocese of Tyler,TY,1405 ESE LOOP 323,Tyler,TX,75701,mschick@bishopgorman.net,www.tkgorman.net ,(903) 561-2424,(903) 561-2645,Mary Schick,,,,TYLER ISD,212905,INDEPENDENT,18263,P O BOX 2035,TYLER,TX,75710-2035,gina.orr@tylerisd.org,www.tylerisd.org,(903) 262-1000,(903) 262-1178,MR GARY MOORING   ,,,Superintendent,Smith,212,7
BKM ? Cypress Tamil School,101610001,FALSE,310 Sandy Bluff,Houston,TX,77079,principal.cy@bkmhouston.org,http://bkmcyprsstamilpalli@googlegroup.com/,(832) 605-1850,,Prabhaharan Gunasekaran,,,,Kindergarten,3,66,COGNIA : 2018,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
BKM ? Katy Tamil School,79600001,FALSE,310 Sandy Bluff,Houston,TX,77079,bkmtamilschoolatkaty@gmail.com,http://www.tamilschools.bkmhouston.org/katy-tamil-school/,(713) 409-9447,,Illankuzhali Mani,,,,Kindergarten,3,38,COGNIA : 2018,,,,,,,,,,,,,,,KATY ISD,101914,INDEPENDENT,64562,P O BOX 159,KATY,TX,77492-0159,altonfrailey@katyisd.org,www.katyisd.org/,(281) 396-6000,(281) 644-1800,MR ALTON FRAILEY   ,,,Superintendent,Fort Bend,79,4
BKM ? Pearland Tamil School,20600001,FALSE,310 Sandy Bluff,Houston,TX,77079,pearlandbkmtamilschool@gmail.com,http://www.tamilschools.bkmhouston.org/pearland-tamil-school/,(281) 387-8118,,Priya Chandru,,,,Kindergarten,7,22,COGNIA : 2018,,,,,,,,,,,,,,,PEARLAND ISD,20908,INDEPENDENT,19650,P O BOX 7,PEARLAND,TX,77581-4209,wellb@pearlandisd.org,www.pearlandisd.org,(281) 485-3203,(281) 412-1231,DR JOHN KELLY   ,,,Superintendent,Brazoria,20,4
BKM ? Sugarland Tamil School,79620001,FALSE,310 Sandy Bluff,Houston,TX,77079,cchockalingam@gmail.com,http://www.tamilschools.bkmhouston.org/sugarland-tamil-school/,(832) 618-2367,,Solayappa Chockalingam,,,,Kindergarten,7,66,COGNIA : 2018,,,,,,,,,,,,,,,FORT BEND ISD,79907,INDEPENDENT,69591,16431 LEXINGTON BLVD,SUGAR LAND,TX,77479-2308,Charles.Dupre@fortbend.k12.tx.us,www.fortbend.k12.tx.us/,(281) 634-1000,(281) 634-1700,CHARLES DUPRE   ,,,Superintendent,Fort Bend,79,4
Blessed Hope Academy,15123001,FALSE,"3355 Cherry Ridge Street, #200-A",San Antonio,TX,78230,office@blessedhopeacademy.com,www.blessedhopeacademy.com,(210) 697-9191,(210) 755-2339,Sally Anderson,,,,9,12,40,ACSI : 1998,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
Blessed Sacrament Catholic School,15100101,FALSE,600 Oblate Dr,San Antonio,TX,78216,michael.fierro@blessedschool.com,www.blessedschool.com,(210) 824-3381,(210) 826-6146,Michael Fierro,,,,Kindergarten,8,273,TCCB ED : 1957,Archdiocese of San Antonio,ST,600 Oblate Dr,San Antonio,TX,78216,michael.fierro@blessedschool.com,www.blessedschool.com,(210) 824-3381,(210) 826-6146,Michael Fierro,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
Blessed Sacrament School El Paso,71100101,TRUE,9001 Diana,El Paso,TX,79904,BlessedSacramentSchool@hotmail.com,,(915) 755-2711,(915) 755-0434,Fermin Torres Jr,,,,Kindergarten,8,0,TCCB ED : 1966,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,El Paso,71,
Blessed Sacrament School Laredo,240121105,FALSE,1501 Bartlett Ave.,Laredo,TX,78043,ssantos@bsacramentschool.com,,(956) 722-1222,(956) 712-2002,Mrs. Selma J. Santos,,,,Kindergarten,8,297,TCCB ED : 1967 | COGNIA : 2013,Diocese of Laredo,LA,1501 Bartlett Ave.,Laredo,TX,78043,ssantos@bsacramentschool.com,,(956) 722-1222,(956) 712-2002,Mrs. Selma J. Santos,,,,LAREDO ISD,240901,INDEPENDENT,24823,1702 HOUSTON ST,LAREDO,TX,78040,agomez@laredoisd.org,www.laredoisd.org,(956) 273-1000,(956) 795-3405,DR AL MARCUS NELSON   ,,,Superintendent,Webb,240,1
Bracken Christian School,46120001,FALSE,670 Old Boerne Rd,Bulverde,TX,78163,jeff.coleman@brackenchristian.com,www.brackenchristian.com,(830) 438-3211,(830) 980-2327,Jeff Coleman,,,,1,12,243,ACSI : 1993,,,,,,,,,,,,,,,COMAL ISD,46902,INDEPENDENT,18693,1404 IH 35 N,NEW BRAUNFELS,TX,78130-3240,laura.ayala@comalisd.org,www.comalisd.org,(830) 221-2000,(830) 221-2001,MR ANDREW KIM   ,,,Superintendent,Comal,46,13
Brazos Christian School,21110101,FALSE,3000 W Villa Maria Dr,Bryan,TX,77807,jmcmaster@bcseagles.org,www.bcseagles.org,(979) 823-1000,(979) 823-1774,Dr. Jeff McMaster,,,,Pre-K,12,432,ACTABS : 1993,,,,,,,,,,,,,,,BRYAN ISD,21902,INDEPENDENT,15624,101 N TEXAS AVE,BRYAN,TX,77803-5398,thomas.wallis@bryanisd.org,www.bryanisd.org,(979) 209-1000,(979) 209-1050,DR THOMAS A WALLIS   ,,,Superintendent,Brazos,21,6
Brazos Valley Adventist School,21220001,TRUE,1350 Earl Rudder Freeway,College Station,TX,77840,bvas@txsda.org,www.txsda.org,(979) 591-1115,(000) 000-0000,Birdie Durichek,,,,1,8,0,TSDA : 2005,,,,,,,,,,,,,,,COLLEGE STATION ISD,21901,INDEPENDENT,11178,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,cglenewinkel@csisd.org,www.csisd.org,(979) 764-5400,(979) 764-5492,DR EDDIE COULSON   ,,,Superintendent,Brazos,21,6
Brazos Valley Cornerstone Christian Academy,21183001,FALSE,2475 Earl Rudder Freeway So.,College Station,TX,77845,rcurry1960@gmail.com,http://www.cornerstone-christian-academy.com,(979) 694-8200,(979) 693-0401,Rebecca Curry,,,,Kindergarten,12,90,COGNIA : 2005 | NCSA : 2018,,,,,,,,,,,,,,,COLLEGE STATION ISD,21901,INDEPENDENT,11178,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,cglenewinkel@csisd.org,www.csisd.org,(979) 764-5400,(979) 764-5492,DR EDDIE COULSON   ,,,Superintendent,Brazos,21,6
Brazosport Christian School,20120001,TRUE,200-B Willow Drive,Lake Jackson,TX,77566,ssikes@1bcs.org,www.1bcs.org,(979) 297-0563,(979) 297-8455,Skyler Sikes,,,,Kindergarten,12,247,COGNIA : 2013,,,,,,,,,,,,,,,BRAZOSPORT ISD,20905,INDEPENDENT,12542,P O DRAWER Z,FREEPORT,TX,77541-1926,pwyatt@brazosportisd.net,www.brazosportisd.net,(979) 730-7000,(979) 266-2409,DR KARIN V HOLACKA   ,,,Superintendent,Brazoria,20,4
Brentwood Christian School,227120101,FALSE,11908 N Lamar Blvd,Austin,TX,78753,jburcham@brentwoodchristian.org,www.brentwoodchristian.org,(512) 835-5983,(512) 835-2184,Jay Burcham,,,,Pre-K,12,760,NCSA : 1980 | COGNIA : 2004,,,,,,,,,,,,,,,PFLUGERVILLE ISD,227904,INDEPENDENT,23347,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,superintendent@pfisd.net,www.pflugervilleisd.net,(512) 594-0000,(512) 594-0005,MR FREDDIE MCFARLAND   ,,,Superintendent,Travis,227,13
Brentwood Christian Secondary School,227120001,FALSE,11908 N Lamar Blvd,Austin,TX,78753,mmoss@brentwoodchristian.org,www.brentwoodchristian.org,(512) 835-5983,(512) 835-2184,Marquita Moss,,,,7,12,0,NCSA : 1980 | COGNIA : 2004,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
Bridge Builder Academy,43231001,FALSE,"1221 W Campbell Road, Suite 209",Richardson,TX,75080,mlbronsky@bridgebuilderacademy.com,http://www.bridgebuilderacademy.com/,(972) 516-8844,,"Mrs. Teresa A, Bronsky",,,,Kindergarten,12,22,COGNIA : 2016,,,,,,,,,,,,,,,RICHARDSON ISD,57916,INDEPENDENT,38043,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us,(469) 593-0000,(469) 593-0332,DR KAY E WAGGONER   ,,,Superintendent,Collin,43,10
Bridge Preparatory Academy,79340001,FALSE,400 Jackson St.,Richmond,TX,77469,info@bridgeprepacademy.org,www.bridgeprepacademy.org,(832) 886-4940,,Jacqulyn F. Lockett,,,,1,12,18,TAAPS : 2021,,,,,,,,,,,,,,,FORT BEND ISD,79907,INDEPENDENT,69591,16431 LEXINGTON BLVD,SUGAR LAND,TX,77479-2308,Charles.Dupre@fortbend.k12.tx.us,www.fortbend.k12.tx.us/,(281) 634-1000,(281) 634-1700,CHARLES DUPRE   ,,,Superintendent,Fort Bend,79,4
Bridgemark Center for Learning,212320001,FALSE,6704 Old Jacksonville Highway,Tyler,TX,75703,wbaker@bridgemarkcenter.org,http://www.bridgemarkcenter.org/,(903) 939-3511,,Wendy Baker,,,,1,12,89,COGNIA : 2018,,,,,,,,,,,,,,,TYLER ISD,212905,INDEPENDENT,18263,P O BOX 2035,TYLER,TX,75710-2035,gina.orr@tylerisd.org,www.tylerisd.org,(903) 262-1000,(903) 262-1178,MR GARY MOORING   ,,,Superintendent,Smith,212,7
Bridgeport Correctional Center,249180101,TRUE,4000 N 10TH ST,Bridgeport,TX,76426,dbollinger@thegeogroupinc.com,www.thegeogroupinc.com,(940) 683-3010,(940) 683-3094,Doris Bollinger,,,,9,12,0,COGNIA : 1993,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Wise,249,
Brighter Horizons Academy,57242013,FALSE,3145 Medical Plaza Dr,Garland,TX,75044,info@bhaprep.org,www.bhaprep.org,(972) 675-2062,(972) 675-2063,Hanan Almasri,,,,Pre-K,12,835,COGNIA : 2006,,,,,,,,,,,,,,,GARLAND ISD,57909,INDEPENDENT,58059,501 S JUPITER,GARLAND,TX,75042-7108,cnmoore@GARLANDISD.NET,www.garlandisd.net,(972) 494-8201,(972) 485-4936,DR BOB MORRISON   ,,,Superintendent,Dallas,57,10
Brownsville Montessori Academy,31182001,FALSE,36 South Coria St.,Brownsville,TX,78520,0bethgarza8@aol.com,www.bma-montessori.com,(956) 525-4530,(000) 000-0000,Mrs. Beth Ann Garza,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,BROWNSVILLE ISD,31901,INDEPENDENT,49190,1900 PRICE RD,BROWNSVILLE,TX,78521-2417,dbrown@bisd.us,www.bisd.us,(956) 548-8000,(956) 548-8010,DR CARL A MONTOYA   ,,,Superintendent,Cameron,31,1
Buckner Fanning Christian School,15202001,FALSE,975 Mission Springs,San Antonio,TX,78258,sharonknewman@gmail.com,www.bucknerfanningschool.org,(210) 721-4700,(210) 495-0688,Sharon Newman,,,,Pre-K,8,0,COGNIA : 2010,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
